T F7 F3 F4 F8 T3 C3 Cz C4 T5 P3 Pz P4 T6 O1 O2
31.785 -0.3596 2.966 14.61 14.61 8.36 8.539 14.7 12.76 12.58 6.507 -4.221 8.354 2.966 -1.438 3.596
31.79 0 1.573 9.034 12.4 7.596 8.449 9.843 7.416 12.9 4.836 -5.364 3.957 0.9888 -3.955 -1.618
31.795 0.6292 0.3596 4.494 6.202 4.135 6.067 4.404 2.022 9.213 0.7035 -6.243 -3.429 -6.112 -7.73 -9.978
31.8 1.079 -0.4494 1.978 -2.607 -1.528 1.888 -0.4944 -2.742 2.517 -4.573 -7.123 -11.52 -14.38 -11.87 -18.34
31.805 1.438 -0.9888 0 -11.24 -7.775 -3.101 -4.449 -6.831 -5.348 -9.761 -8.442 -17.23 -18.43 -15.46 -22.38
31.81 0.809 -2.427 -2.966 -16.04 -12.45 -7.101 -7.865 -8.719 -12.49 -13.98 -10.02 -17.85 -15.37 -17.17 -19.87
31.815 -2.787 -6.112 -7.64 -15.82 -14.65 -9.798 -11.69 -7.775 -17.53 -16.97 -12.13 -13.98 -7.64 -16.72 -12.22
31.82 -9.258 -12.45 -13.75 -12.94 -15.37 -13.39 -16.22 -5.978 -19.73 -18.64 -15.48 -9.145 -0.08989 -15.28 -3.775
31.825 -16.72 -20.09 -19.15 -11.42 -16.27 -18.97 -20.31 -5.393 -19.42 -19.52 -19.17 -5.804 3.955 -13.84 1.888
31.83 -22.38 -26.02 -20.72 -12.9 -17.08 -23.91 -22.25 -5.798 -16.54 -19.61 -21.19 -3.957 4.315 -12.04 4.225
31.835 -23.28 -26.65 -17.03 -15.69 -15.96 -24.22 -20.81 -6.517 -11.51 -18.47 -19.52 -3.078 3.236 -8.539 4.045
31.84 -16.45 -19.91 -10.02 -16.81 -11.46 -18.83 -16.4 -7.865 -5.573 -15.65 -14.95 -2.99 2.607 -2.876 2.876
31.845 -2.337 -7.506 -3.236 -14.52 -4.404 -9.978 -10.97 -9.348 -0.4944 -11.43 -9.673 -3.869 2.876 3.416 1.528
31.85 12.4 4.989 1.169 -9.348 2.382 -1.079 -6.247 -8.719 2.742 -7.211 -5.716 -5.012 2.787 7.461 0.4494
31.855 19.6 12.04 3.056 -3.371 6.247 5.124 -3.326 -5.573 4.225 -3.693 -3.781 -5.979 1.528 7.281 -0.809
31.86 16.72 11.96 3.416 1.933 6.382 7.236 -1.213 -2.517 4.764 -0.2638 -3.254 -7.035 -0.8989 2.966 -2.427
31.865 8.539 7.91 3.82 6.652 4.539 7.326 1.888 -0.8989 5.303 4.045 -1.847 -7.386 -2.966 -2.247 -3.236
31.87 2.157 5.124 6.022 12.18 4.225 9.618 7.191 1.348 6.607 9.936 3.166 -4.836 -3.416 -3.955 -2.067
31.875 1.528 6.876 10.29 18.56 7.551 16.09 13.98 6.607 9.169 16.88 12.05 0.8793 -1.888 0.4494 1.258
31.88 6.831 12.45 14.47 23.42 13.12 23.37 19.73 13.62 12.63 23.04 21.1 7.826 1.348 8.989 5.573
31.885 13.84 17.62 15.55 23.91 16.58 26.07 21.66 19.15 15.28 25.32 25.59 13.54 5.753 17.17 9.978
31.89 16 17.75 12.76 19.55 14.56 21.75 18.52 21.35 15.82 21.81 23.48 16.62 10.52 21.12 13.57
31.895 10.16 11.42 6.966 12.27 7.371 12.54 11.37 19.28 14.07 13.72 15.83 16.18 13.84 20.58 15.1
31.9 -0.6292 1.618 0.04494 4.719 -1.798 2.157 2.697 12.45 10.29 5.1 6.243 11.43 13.48 17.62 13.12
31.905 -9.708 -6.742 -6.022 -1.483 -8.899 -5.438 -4.854 2.921 5.978 -0.7035 -1.319 3.605 8.899 14.56 8
31.91 -13.66 -10.92 -9.483 -5.708 -11.6 -7.551 -9.708 -5.124 2.876 -2.638 -4.045 -3.957 1.528 12.67 1.348
31.915 -13.75 -10.79 -9.888 -7.326 -9.888 -4.854 -11.69 -9.348 1.618 -1.935 -2.11 -8.793 -5.124 10.79 -4.225
31.92 -11.6 -7.775 -8.494 -6.247 -6.472 -0.809 -10.97 -11.24 1.124 -0.9673 2.022 -10.46 -8.449 7.281 -7.101
31.925 -7.82 -3.011 -6.427 -2.517 -3.865 1.573 -7.73 -12.22 -0.3596 -1.671 6.067 -9.233 -7.371 2.337 -6.472
31.93 -3.236 2.607 -3.236 2.742 -2.652 2.562 -1.978 -10.47 -3.191 -3.605 9.936 -5.012 -3.236 -1.708 -2.876
31.935 0.5393 8 1.483 7.416 -1.798 3.82 5.169 -4.36 -6.292 -4.748 13.72 1.319 1.708 -2.337 1.438
31.94 3.146 11.64 6.157 8.854 -0.6742 4.944 11.19 4.36 -7.865 -3.429 16.36 7.386 5.753 0.4494 4.584
31.945 4.225 11.69 7.82 6.157 0.2697 4.36 13.53 12.18 -7.416 0 15.92 11.34 8.36 4.135 6.112
31.95 2.247 6.876 5.213 1.034 0.3146 1.708 11.19 16.63 -5.528 3.166 11.61 12.57 9.708 5.213 6.652
31.955 -2.876 -1.124 -0.2247 -3.82 -0.3146 -1.933 5.528 16.04 -3.506 4.221 4.133 10.73 9.079 2.157 6.292
31.96 -7.91 -8.854 -5.528 -7.101 -0.9888 -5.843 -0.5393 8.989 -2.382 2.902 -4.836 5.188 5.573 -4.045 4.404
31.965 -8.629 -12.63 -7.91 -9.079 -1.303 -9.213 -4.809 -2.652 -2.652 0.3517 -13.1 -2.374 -0.1798 -10.52 1.348
31.97 -5.213 -12.31 -6.742 -10.25 -1.258 -10.92 -6.921 -13.66 -3.146 -2.55 -18.11 -8.705 -5.843 -13.66 -1.438
31.975 -10.07 -5.573 0.2697 -0.6742 -3.101 -3.371 1.213 -0.6742 -7.146 -5.804 -6.507 -2.99 0.8989 -1.978 4.584
31.98 -12.58 -7.91 2.202 3.506 -3.955 -7.955 -1.213 -4.315 -7.101 -10.02 -11.52 -4.309 -1.438 -5.034 1.798
31.985 -9.258 -6.742 4.315 5.888 -3.326 -8.629 0.04494 -3.281 -6.022 -12.31 -12.13 -3.517 -0.7191 -6.831 0.809
31.99 -3.146 -3.056 5.438 4.09 -1.978 -5.438 2.292 0.6292 -5.348 -13.37 -10.38 -3.254 0.809 -8.539 0.5393
31.995 1.888 0.3596 2.921 -2.067 -1.528 -2.022 1.573 0.4045 -5.663 -13.45 -9.585 -7.035 -0.3596 -11.06 -1.258
32 3.596 1.079 -4.18 -10.43 -3.056 -2.067 -3.685 -7.685 -5.843 -12.75 -10.99 -14.6 -4.764 -13.03 -4.494
32.005 1.618 -1.393 -12.67 -16.54 -5.124 -5.034 -10.74 -18.43 -4.36 -10.82 -12.84 -20.31 -9.079 -12.76 -6.652
32.01 -1.888 -4.854 -16.9 -16.94 -5.169 -7.82 -14.7 -22.43 -1.169 -7.386 -12.13 -18.82 -9.079 -9.169 -5.753
32.015 -2.787 -6.562 -13.98 -11.73 -2.382 -8.225 -12.99 -15.6 2.337 -2.902 -8.178 -10.11 -3.416 -3.865 -2.067
32.02 0.7191 -4.944 -5.528 -4.18 1.348 -6.562 -7.326 -1.798 4.135 1.055 -2.374 0.9673 4.854 1.079 2.427
32.025 6.292 -1.213 4 2.382 3.506 -3.596 -1.663 11.06 3.326 3.341 3.869 9.233 11.15 4.494 5.663
32.03 9.618 2.966 10.79 6.831 3.056 0.2247 1.708 16.36 1.348 4.485 9.761 11.61 12.22 7.011 6.472
32.035 10.34 7.146 13.26 9.708 1.169 4.629 3.64 12.63 0.08989 5.716 14.25 8.793 9.079 9.079 5.213
32.04 11.15 11.69 12.76 11.82 0.08989 9.663 6.966 5.079 0.5393 7.826 16.8 4.573 5.034 10.34 3.236
32.045 12.4 16.04 11.87 13.08 1.124 15.42 12.67 1.124 2.697 10.46 17.5 2.726 2.966 10.43 1.708
32.05 11.42 17.93 11.1 12.54 3.461 20.22 17.84 2.382 5.393 12.84 16.09 3.078 2.067 9.258 0.1798
32.055 6.472 15.42 8.584 9.348 4.494 20.22 17.75 3.146 7.506 13.98 12.31 2.638 -0.3596 7.281 -2.517
32.06 -0.9888 8.764 3.506 4.27 1.978 13.35 10.56 -1.393 7.596 13.01 6.419 0 -5.573 4.944 -6.382
32.065 -7.73 0.5393 -1.483 0 -3.011 2.472 -0.3146 -8.404 5.888 9.585 0.7914 -2.638 -11.42 3.146 -9.438
32.07 -10.52 -5.483 -2.562 -1.303 -7.326 -6.517 -8.494 -11.01 2.966 4.397 -2.55 -2.374 -14.38 1.708 -10.43
32.075 -7.64 -6.831 1.124 0.2697 -8.315 -9.753 -9.348 -6.022 -0.3146 -0.5276 -3.341 0.9673 -12.94 0 -8.809
32.08 -0.6292 -4.045 6.787 2.697 -6.202 -7.281 -3.416 3.236 -3.191 -4.309 -2.814 5.364 -8 -2.337 -5.034
32.085 5.124 -0.4045 10.29 4.18 -2.921 -1.978 4.494 11.37 -4.719 -6.331 -2.11 9.321 -2.337 -4.135 0
32.09 5.034 1.169 9.528 4.09 -0.5393 2.607 8.989 13.75 -4.315 -6.331 -1.935 11.7 1.708 -4.135 4.854
32.095 0.2697 0.2697 4.629 2.742 0.3596 3.73 7.64 9.573 -2.247 -4.485 -2.902 12.05 3.596 -2.427 7.73
32.1 -3.955 -1.528 -1.753 0.4494 -0.08989 1.124 2.427 2.472 0.1798 -1.935 -4.485 10.55 4.404 -0.4494 8.18
32.105 -5.124 -3.011 -7.146 -2.742 -0.9438 -2.517 -3.101 -2.112 2.292 0.08793 -5.364 8.178 4.944 0.4494 6.292
32.11 -4.764 -4.629 -10.38 -6.562 -1.663 -4.539 -6.787 -3.101 3.236 0.8793 -4.924 4.397 4.674 -0.5393 2.787
32.115 -4.944 -7.101 -12.49 -10.52 -2.787 -5.663 -8.944 -4.629 2.562 -0.2638 -4.66 -1.495 2.247 -3.506 -1.438
32.12 -6.382 -10.56 -14.61 -13.48 -5.034 -7.91 -10.92 -9.843 -0.4494 -3.517 -5.892 -8.354 -2.157 -7.281 -5.483
32.125 -8.36 -13.98 -15.78 -14.16 -7.91 -11.42 -13.08 -15.82 -5.169 -8.266 -7.914 -12.49 -6.742 -10.34 -7.82
32.13 -10.25 -15.78 -14.83 -12.04 -9.618 -13.98 -14.43 -17.66 -9.528 -12.13 -8.881 -11.61 -8.989 -10.97 -7.91
32.135 -9.978 -14.52 -12.36 -8.09 -8.674 -13.75 -13.8 -14.29 -10.92 -12.31 -7.65 -6.947 -7.82 -8.629 -6.292
32.14 -6.202 -10.2 -9.888 -4.18 -5.079 -10.34 -10.88 -8.719 -8.18 -8.266 -4.66 -1.231 -4.045 -4.404 -3.596
32.145 -0.7191 -4.36 -7.82 -1.438 0 -4.27 -6.831 -3.551 -2.247 -1.935 -1.143 3.693 0.5393 0 -0.4494
32.15 3.596 1.169 -5.079 0.08989 5.303 2.427 -3.326 0.3146 4 3.605 1.143 6.771 3.775 3.236 1.978
32.155 6.562 5.618 -1.169 0.3146 9.258 7.056 -1.034 2.921 7.506 6.419 1.143 7.211 4.584 4.674 2.337
32.16 9.438 8.764 3.011 -0.7191 10.7 7.82 0.3596 5.034 7.281 6.595 -0.4397 5.628 2.876 5.034 0.5393
32.165 12.04 10.16 5.978 -2.292 9.573 6.427 1.888 7.461 5.438 6.155 -0.6155 3.429 -0.2697 5.753 -1.798
32.17 12.13 9.483 6.876 -2.966 7.281 5.663 4.045 8.719 4.989 6.859 2.198 1.583 -3.955 7.73 -3.236
32.175 10.25 7.506 6.067 -1.753 5.034 6.112 6.742 5.663 6.876 8.705 6.243 0.08793 -7.281 9.348 -3.056
32.18 8.36 5.933 5.618 1.843 3.326 6.697 9.483 -1.169 8.899 9.673 8.617 -0.3517 -8.899 8.18 -1.348
32.185 7.371 6.067 8.135 7.236 2.112 6.652 12.22 -5.663 8.539 7.562 7.738 1.671 -7.73 3.596 1.888
32.19 6.202 7.551 13.66 13.12 1.708 6.247 14.74 -2.787 5.169 3.341 4.221 6.155 -3.506 -2.247 5.753
32.195 4.135 8.719 18.47 17.39 1.663 5.213 15.91 5.438 0.9438 -0.1759 -0.1759 10.11 2.157 -6.382 9.079
32.2 1.438 7.596 18.29 18.16 1.663 3.326 14.25 12.49 -1.573 -0.6155 -3.605 10.82 6.831 -6.921 11.15
32.205 -2.517 3.551 12.22 15.15 1.528 1.528 8.899 13.39 -1.169 1.495 -4.748 8.002 8.719 -4.135 11.6
32.21 -7.461 -1.663 3.461 9.753 1.708 0.9888 1.393 8.18 0.3596 3.869 -3.605 2.99 7.551 -0.1798 9.888
32.215 -10.7 -4.809 -3.82 3.64 1.843 1.438 -5.169 0.2697 0.08989 4.309 -1.055 -1.847 4.854 2.697 5.933
32.22 -9.258 -3.64 -7.416 -1.483 0.809 1.843 -7.551 -5.528 -3.056 2.374 2.022 -4.221 3.056 3.416 1.618
32.225 -4.045 0.6292 -7.056 -4.18 -1.303 2.292 -4.494 -5.034 -7.146 -0.4397 6.067 -2.198 4.135 3.506 -0.5393
32.23 0.8989 4.404 -4.225 -3.955 -3.191 3.416 1.933 0.6742 -8.899 -2.022 10.82 2.99 7.281 4.315 0.3596
32.235 3.236 5.079 -1.213 -2.112 -3.236 4.449 8.18 5.978 -6.607 -1.143 14.95 7.65 10.07 5.663 3.146
32.24 3.146 2.921 0.3596 -0.6742 -0.9888 4.629 11.33 6.382 -2.067 0.8793 16.97 8.705 10.34 6.292 5.213
32.245 1.438 0.2247 0.6742 -0.8989 2.472 4.404 10.7 3.326 1.933 1.671 16.62 6.331 8 5.213 4.764
32.25 -1.169 -1.124 0.1798 -2.472 5.483 4.449 7.416 0.4944 4 0.4397 13.81 2.11 4.315 2.787 1.169
32.255 -3.506 -1.034 -1.753 -4.584 5.888 3.506 2.427 -1.483 4.225 -2.198 8.002 -2.638 0.809 -0.08989 -4.404
32.26 -4.315 -1.258 -5.573 -6.607 3.011 -0.1798 -4.18 -3.955 3.955 -4.748 -0.7914 -7.298 -1.978 -2.427 -9.258
32.265 -5.034 -4.18 -9.978 -8.135 -1.618 -6.202 -11.78 -6.921 3.685 -6.155 -10.38 -10.38 -4.045 -3.236 -11.24
32.27 -7.371 -9.528 -12.72 -9.169 -5.124 -11.78 -18.65 -9.303 3.146 -5.628 -17.23 -11.17 -5.663 -2.067 -10.07
32.275 -10.43 -14.2 -12.9 -9.933 -5.933 -14.52 -21.89 -10.65 1.573 -2.99 -18.91 -10.2 -6.382 0.6292 -6.921
32.28 -11.24 -14.88 -11.1 -10.16 -4.899 -13.44 -19.51 -10.52 -0.9888 0.7914 -14.95 -7.298 -4.764 3.326 -2.966
32.285 -8.539 -10.52 -7.775 -8.764 -3.775 -8.225 -11.51 -7.236 -3.281 4.045 -7.123 -2.022 -0.2697 4.764 1.348
32.29 -3.506 -3.101 -2.876 -4.764 -2.921 -0.2247 -0.4944 -0.4494 -3.82 5.804 1.583 4.748 5.663 3.955 5.393
32.295 2.697 4.809 3.506 1.393 -1.348 7.685 10.38 7.73 -2.787 6.507 7.914 10.11 9.888 1.079 8
32.3 9.618 11.78 10.79 7.865 2.112 13.26 18.88 15.33 -1.124 7.211 10.55 12.22 9.978 -1.888 8.629
32.305 15.46 17.08 17.8 12.76 7.551 16.4 23.87 22.07 -0.3596 8.354 10.46 11.78 6.202 -2.697 7.82
32.31 18.07 20.31 22.56 14.88 13.21 17.71 24.54 26.83 -0.6292 9.321 8.705 10.11 1.079 -0.2697 6.202
32.315 17.35 20.72 22.38 13.98 15.78 16 19.91 25.39 -1.888 8.442 4.836 7.123 -3.146 3.056 4.135
32.32 15.19 17.48 15.96 10.61 12.76 10.11 10.02 15.28 -3.955 4.133 -0.9673 2.814 -5.573 3.865 1.618
32.325 11.78 10.47 5.573 6.112 5.213 1.528 -2.112 0.2247 -6.517 -2.99 -6.771 -2.286 -6.742 0.809 -1.079
32.33 6.112 1.798 -4.225 1.798 -2.697 -5.888 -11.6 -12.22 -8.674 -9.233 -9.057 -7.035 -8 -4.045 -4.135
32.335 -0.7191 -5.483 -10.16 -1.753 -7.506 -9.573 -14.34 -16.94 -9.213 -10.64 -6.595 -10.55 -9.708 -7.461 -7.191
32.34 -6.831 -8.899 -11.1 -4.539 -8.539 -9.573 -10.29 -13.48 -7.146 -6.419 -1.407 -11.7 -10.16 -7.551 -8.899
32.345 -11.24 -9.169 -7.955 -6.022 -7.461 -7.551 -4.18 -5.708 -2.876 0.08793 2.814 -9.409 -7.73 -4.764 -7.82
32.35 -14.29 -8.809 -3.191 -5.618 -6.292 -5.888 -1.798 -0.2247 2.472 4.573 3.254 -5.188 -2.427 -1.438 -4.045
32.355 -15.37 -9.663 -0.5843 -3.64 -6.067 -6.697 -5.933 -3.101 6.787 4.836 -0.8793 -2.726 3.056 0.4494 0.08989
32.36 -13.75 -11.87 -2.921 -1.978 -6.697 -10.11 -14.29 -14.16 8.764 2.022 -7.123 -4.309 6.382 0.8989 2.876
32.365 -11.42 -14.47 -9.663 -2.966 -7.371 -13.75 -21.48 -25.84 8.36 -1.143 -11.78 -8.793 6.382 1.618 3.326
32.37 -11.33 -16.49 -17.44 -7.775 -7.551 -15.46 -23.73 -30.02 6.966 -2.726 -13.72 -13.1 3.955 3.685 2.157
32.375 -13.39 -17.12 -22.61 -15.19 -7.416 -15.69 -21.08 -24.81 5.258 -2.99 -14.16 -15.04 0.9888 5.843 0.3596
32.38 -14.29 -15.82 -22.29 -21.57 -7.506 -15.87 -16.04 -13.66 3.146 -3.517 -14.6 -13.45 -0.4494 6.292 -0.9888
32.385 -11.33 -12.31 -15.64 -22.16 -6.876 -14.92 -10.43 -0.5843 0.9888 -5.1 -13.63 -8.178 -0.1798 4.764 -0.9888
32.39 -5.034 -6.562 -4.494 -14.74 -4.135 -10.34 -3.865 11.42 -0.6742 -5.804 -8.354 -0.8793 1.079 3.236 -0.1798
32.395 2.697 0.9888 6.742 -2.112 0.6292 -1.618 4.719 19.24 -1.573 -3.254 1.055 5.628 1.888 2.697 0.2697
32.4 9.438 8.674 13.75 9.573 5.483 8.539 14.38 21.26 -1.708 2.11 11.26 9.321 1.528 2.607 0.08989
32.405 12.31 13.75 15.19 14.97 8.135 16.54 21.93 18.56 -1.663 7.562 17.85 10.64 0.4494 1.348 0.08989
32.41 10.97 14.7 12.67 13.35 8.18 19.91 24.04 13.08 -1.888 10.02 18.47 10.64 -0.3596 -2.067 0.7191
32.415 8.899 12.54 8.27 8.09 7.011 18.07 19.96 5.843 -2.157 8.793 14.33 9.585 -0.5393 -6.202 1.618
32.42 10.25 9.888 3.955 3.551 6.022 12.9 12.67 -0.8989 -2.112 5.804 9.233 7.65 -0.08989 -8.449 2.517
32.425 13.93 8.674 1.079 2.472 5.888 8.09 6.562 -3.461 -1.213 2.726 6.771 6.155 0.6292 -6.921 2.966
32.43 14.92 8.36 0.7191 4.584 6.247 6.022 4.045 -0.1348 0.2697 0.5276 6.595 5.364 0.7191 -2.607 2.247
32.435 10.16 7.91 2.157 7.596 5.888 5.438 4.09 5.303 1.528 -1.495 5.1 4.133 -0.08989 0.4494 0
32.44 2.517 6.382 4.045 9.213 3.955 3.685 4.09 8.09 1.618 -4.133 -0.1759 1.759 -1.438 -0.7191 -3.056
32.445 -3.146 4 5.348 8.944 1.573 0.9438 2.697 7.101 0.8539 -7.123 -7.123 0 -1.798 -4.944 -5.213
32.45 -3.955 1.888 5.708 7.596 0.5393 -0.6292 0.9438 4.719 0.764 -7.738 -10.73 -0.08793 -0.7191 -8.18 -5.034
32.455 0 1.169 4.449 5.348 1.393 0.1348 0.7191 2.966 2.292 -4.045 -7.826 1.055 1.348 -7.101 -3.146
32.46 5.843 1.573 1.663 2.022 3.011 2.067 2.427 2.382 5.169 2.462 -0.1759 2.198 2.607 -2.157 -0.9888
32.465 8 1.663 -1.483 -1.303 3.551 3.506 3.91 2.697 7.685 7.738 7.211 2.198 1.528 3.326 -0.4494
32.47 3.596 -0.1798 -3.73 -3.011 2.202 2.742 1.843 2.247 8.539 7.914 8.969 0.1759 -1.798 5.753 -2.337
32.475 -4.315 -3.91 -5.124 -2.157 -1.079 -1.528 -5.708 -1.528 7.011 2.11 2.902 -4.485 -5.843 4.135 -6.292
32.48 -9.618 -8.449 -6.607 0.1348 -5.753 -9.124 -16.72 -8.584 3.101 -7.298 -7.738 -9.673 -7.82 0.1798 -9.258
32.485 -10.07 -12.45 -8 1.528 -10.43 -16.54 -26.11 -13.98 -1.753 -15.39 -16.09 -11.61 -5.843 -2.607 -8.27
32.49 -8.18 -14.92 -8.09 0.764 -12.81 -19.51 -28.18 -13.35 -5.393 -17.67 -16.44 -8.266 -0.6292 -2.157 -2.876
32.495 -6.202 -14.56 -6.067 -1.933 -11.6 -16.22 -20.22 -7.416 -6.022 -12.22 -8.705 -1.407 4.584 0.9888 3.865
32.5 -3.865 -10.16 -2.247 -4.449 -6.697 -7.775 -4.404 -0.3146 -3.326 -1.759 2.902 5.276 6.921 4.135 8.36
32.505 -0.4494 -2.427 2.472 -4.854 0.1798 3.191 13.21 5.393 0.9888 8.002 12.84 9.585 5.573 4.944 8.809
32.51 3.236 5.888 6.876 -3.056 6.652 13.03 25.8 8.944 3.91 11.87 17.15 10.73 2.067 2.876 6.022
32.515 6.202 11.51 9.169 -0.9888 9.978 17.3 28.72 9.573 2.742 8.266 14.51 8.793 -1.169 -1.618 2.517
32.52 7.011 11.91 8.629 -0.6742 8.944 13.53 21.93 7.64 -2.742 -0.4397 7.035 5.276 -2.517 -7.101 0.2697
32.525 3.955 6.876 6.472 -1.618 4.539 4.045 9.753 4.854 -9.663 -9.145 -1.319 2.198 -2.067 -11.51 0.2697
32.53 -2.966 -0.9888 4.674 -1.933 -0.2697 -5.843 -2.472 2.337 -13.3 -12.75 -7.738 0.1759 -1.348 -12.67 0.809
32.535 -9.708 -7.73 3.551 -0.8539 -3.506 -12.36 -11.15 -1.348 -11.1 -9.585 -11.78 -2.462 -1.798 -9.888 0.1798
32.54 -11.33 -10.2 2.202 -0.04494 -4.764 -14.43 -15.73 -7.011 -5.034 -2.726 -14.25 -6.331 -3.416 -4.225 -1.708
32.545 -7.101 -8.315 -0.04494 -1.303 -4.225 -12.31 -17.57 -12.22 0.9438 2.726 -14.6 -9.321 -4.764 2.607 -3.146
32.55 -0.7191 -4.045 -2.966 -4.854 -1.888 -6.697 -17.75 -13.8 3.506 4.573 -11.52 -9.409 -4.584 8.629 -2.876
32.555 4.764 0.6292 -5.978 -8.809 1.708 0.4045 -16.27 -11.6 2.697 4.045 -4.485 -6.595 -3.056 12.4 -1.798
32.56 8.449 4.944 -8 -10.29 5.303 6.876 -12.31 -7.281 1.124 3.869 5.012 -2.11 -1.079 13.75 -1.079
32.565 9.798 8.225 -7.461 -7.82 6.742 11.28 -6.067 -1.798 1.303 4.748 13.98 2.462 0.2697 13.21 -0.9888
32.57 8.09 9.573 -3.64 -2.562 4.944 12.58 0.6292 3.685 3.191 5.364 18.73 5.628 0.4494 11.42 -1.169
32.575 4.315 8.225 1.483 2.607 0.1348 9.573 5.169 6.517 4.674 3.517 16.62 5.364 -0.6292 7.91 -1.708
32.58 0.809 4.449 4.674 5.438 -5.618 2.382 5.843 4.899 3.236 -1.319 8.53 1.583 -2.157 1.978 -2.787
32.585 -1.618 -0.6292 3.91 5.978 -9.034 -5.258 2.966 0.4494 -0.7191 -7.65 -1.495 -3.693 -3.865 -6.022 -5.213
32.59 -3.416 -5.213 -0.08989 5.888 -8.315 -9.079 -1.438 -3.865 -4.629 -12.13 -9.233 -8.617 -5.393 -13.75 -9.618
32.595 -3.775 -7.236 -5.169 5.663 -4.629 -7.91 -5.663 -7.685 -6.112 -12.75 -13.45 -12.93 -7.101 -19.24 -15.01
32.6 -2.247 -6.247 -8.899 4.225 -1.483 -4.449 -8.899 -11.33 -4.989 -11.08 -15.48 -16.44 -8.899 -21.21 -18.7
32.605 -0.4494 -3.775 -9.438 0.8989 -1.079 -1.618 -11.1 -13.75 -3.506 -10.2 -16.18 -17.59 -10.25 -19.87 -18.07
32.61 -1.528 -2.202 -6.787 -3.326 -3.056 -0.6742 -12.04 -13.8 -3.101 -11.08 -16 -15.56 -10.61 -16.36 -13.39
32.615 -5.213 -2.472 -3.416 -6.831 -5.348 -1.528 -11.15 -12.22 -4.315 -11.96 -14.6 -11.61 -9.888 -12.4 -7.73
32.62 -8.27 -3.461 -1.618 -7.82 -6.157 -3.191 -7.82 -9.843 -5.798 -10.38 -12.13 -6.947 -7.64 -8.899 -3.685
32.625 -8.36 -3.281 -0.809 -5.618 -5.124 -3.191 -1.978 -5.708 -5.978 -5.804 -8.266 -1.759 -3.775 -4.854 -0.7191
32.63 -5.483 -0.7191 1.393 -0.7191 -2.517 0.4045 5.798 1.079 -4.27 0.1759 -3.341 4.045 1.528 1.079 3.506
32.635 -0.2697 4.27 6.157 5.483 0.4944 6.876 14.29 9.213 -1.393 5.452 2.374 10.02 7.191 8.629 10.61
32.64 6.562 10.16 12.18 11.19 3.236 13.44 22.43 17.08 1.438 8.442 8.354 16.09 12.4 15.28 19.78
32.645 11.33 14.07 17.21 15.37 5.348 18.34 28.72 24.67 3.64 9.233 14.33 22.6 16.54 18.25 27.87
32.65 10.16 13.35 19.1 17.21 6.472 20.09 31.37 31.01 4.854 8.705 18.99 28.05 19.24 16.27 31.28
32.655 3.416 7.775 16.81 15.78 5.888 16.9 28.18 32 5.034 7.386 19.52 28.93 19.78 10.52 28.04
32.66 -5.034 -0.4494 10.92 10.79 3.281 8.18 18.65 24 3.596 4.748 14.25 23.04 17.53 4.225 20.22
32.665 -11.33 -8.27 3.955 3.955 -0.3596 -2.787 5.213 9.034 0.9888 0.3517 5.364 11.96 12.76 0.4494 11.6
32.67 -14.02 -13.12 -1.573 -2.067 -3.011 -10.83 -6.966 -6.202 -1.124 -4.133 -2.198 0.3517 6.652 0.2697 4.944
32.675 -12.4 -13.98 -5.169 -5.798 -3.506 -12.76 -13.3 -15.6 -1.573 -5.979 -5.1 -8.09 1.169 1.618 0.08989
32.68 -7.371 -11.15 -7.73 -7.775 -2.337 -9.034 -11.91 -16.67 -0.4045 -3.957 -3.166 -10.99 -1.888 1.438 -4.135
32.685 -1.888 -6.697 -9.393 -9.393 -0.8539 -2.247 -5.348 -10.92 1.213 0.4397 0.9673 -9.057 -2.067 -1.169 -8.449
32.69 0.9888 -2.472 -10.07 -11.55 0.5393 4.404 1.124 -4.045 2.157 4.573 3.869 -5.804 -1.708 -4.494 -12.67
32.695 1.169 0.5843 -10.25 -13.98 1.663 7.865 3.326 -2.472 2.022 6.243 3.078 -5.54 -3.685 -5.843 -16.45
32.7 1.258 2.562 -10.79 -15.06 2.472 6.607 0.6292 -7.101 1.303 5.012 -0.8793 -8.793 -8.27 -4.225 -18.16
32.705 1.708 3.056 -11.19 -12.94 2.292 2.337 -4.315 -11.19 1.034 2.11 -4.924 -10.99 -12.49 -0.809 -15.91
32.71 0.809 1.393 -10.07 -6.876 0.8539 -2.067 -7.91 -7.955 1.348 -0.6155 -6.419 -8.002 -12.04 2.427 -9.258
32.715 -1.618 -1.888 -6.697 1.483 -1.753 -5.348 -8.494 1.528 1.213 -1.407 -5.276 0.2638 -5.753 3.955 0
32.72 -3.416 -4.854 -1.348 9.124 -4.764 -7.416 -6.607 10.16 -0.6292 -0.4397 -3.078 9.233 3.326 3.775 8.899
32.725 -3.236 -5.169 5.258 13.48 -6.067 -7.101 -3.596 12 -3.551 1.495 -0.3517 14.51 9.348 3.416 14.56
32.73 -1.169 -1.663 11.82 14.02 -3.91 -3.371 -0.3596 7.326 -5.618 3.869 3.429 13.98 8.719 4.315 15.46
32.735 3.326 5.483 16.36 11.78 1.393 2.697 3.461 0.5393 -5.169 6.507 8.178 9.321 3.236 6.022 12.22
32.74 9.978 13.93 17.3 8.809 7.146 8.36 7.865 -2.427 -2.427 8.881 13.01 5.012 -0.8989 7.281 8.449
